county_geo_id,den_dist_pop_index,GEO_display_label
0500000US05077,0.39058697,"Lee County, Arkansas"
0500000US05079,0.396044728,"Lincoln County, Arkansas"
0500000US05081,0.474338934,"Little River County, Arkansas"
0500000US05083,0.450690506,"Logan County, Arkansas"
0500000US05085,0.513555125,"Lonoke County, Arkansas"
0500000US05087,0.441965089,"Madison County, Arkansas"
0500000US05089,0.450479199,"Marion County, Arkansas"
0500000US05091,0.554638431,"Miller County, Arkansas"
0500000US05093,0.528937388,"Mississippi County, Arkansas"
0500000US05095,0.361044475,"Monroe County, Arkansas"
0500000US05097,0.395834617,"Montgomery County, Arkansas"
0500000US05099,0.423848343,"Nevada County, Arkansas"
0500000US05101,0.392776269,"Newton County, Arkansas"
0500000US05103,0.478806595,"Ouachita County, Arkansas"
0500000US05105,0.387923403,"Perry County, Arkansas"
0500000US05107,0.427988374,"Phillips County, Arkansas"
0500000US05109,0.43216195,"Pike County, Arkansas"
0500000US05111,0.46241491,"Poinsett County, Arkansas"
0500000US05113,0.463755618,"Polk County, Arkansas"
0500000US05115,0.493799282,"Pope County, Arkansas"
0500000US05117,0.3569846,"Prairie County, Arkansas"
0500000US05119,0.637227764,"Pulaski County, Arkansas"
0500000US05121,0.481941279,"Randolph County, Arkansas"
0500000US05123,0.465038137,"St. Francis County, Arkansas"
0500000US05125,0.560545305,"Saline County, Arkansas"
0500000US05127,0.402639118,"Scott County, Arkansas"
0500000US05129,0.389521894,"Searcy County, Arkansas"
0500000US05131,0.598046854,"Sebastian County, Arkansas"
0500000US05133,0.484752193,"Sevier County, Arkansas"
0500000US05135,0.461337454,"Sharp County, Arkansas"
0500000US05137,0.423425229,"Stone County, Arkansas"
0500000US05139,0.496046606,"Union County, Arkansas"
0500000US05141,0.424528046,"Van Buren County, Arkansas"
0500000US05143,0.628434875,"Washington County, Arkansas"
0500000US05145,0.525393184,"White County, Arkansas"
0500000US05147,0.365377898,"Woodruff County, Arkansas"
0500000US05149,0.425800692,"Yell County, Arkansas"
0500000US06001,0.875640431,"Alameda County, California"
0500000US06003,0.328134546,"Alpine County, California"
0500000US06005,0.613908808,"Amador County, California"
0500000US06007,0.687035805,"Butte County, California"
0500000US06009,0.596864348,"Calaveras County, California"
0500000US06011,0.546206333,"Colusa County, California"
0500000US06013,0.849328145,"Contra Costa County, California"
0500000US06015,0.443681823,"Del Norte County, California"
0500000US06017,0.688659848,"El Dorado County, California"
0500000US06019,0.704975589,"Fresno County, California"
0500000US06021,0.542942088,"Glenn County, California"
0500000US06023,0.53627697,"Humboldt County, California"
0500000US06025,0.623661483,"Imperial County, California"
0500000US06027,0.377984193,"Inyo County, California"
0500000US06029,0.713770697,"Kern County, California"
0500000US06031,0.614918045,"Kings County, California"
0500000US06033,0.594256679,"Lake County, California"
0500000US06035,0.462287266,"Lassen County, California"
0500000US06037,0.962920309,"Los Angeles County, California"
0500000US06039,0.620452797,"Madera County, California"
0500000US06041,0.763166296,"Marin County, California"
0500000US06043,0.48110064,"Mariposa County, California"
0500000US06045,0.572468054,"Mendocino County, California"
0500000US06047,0.679165651,"Merced County, California"
0500000US06049,0.335603967,"Modoc County, California"
0500000US06051,0.405354197,"Mono County, California"
0500000US06053,0.694821284,"Monterey County, California"
0500000US06055,0.693818662,"Napa County, California"
0500000US06057,0.656609158,"Nevada County, California"
0500000US06059,0.917729767,"Orange County, California"
0500000US06061,0.750360365,"Placer County, California"
0500000US06063,0.468678945,"Plumas County, California"
0500000US06065,0.801530456,"Riverside County, California"
0500000US06067,0.869912127,"Sacramento County, California"
0500000US06069,0.589720938,"San Benito County, California"
0500000US06071,0.773594522,"San Bernardino County, California"
0500000US06073,0.874567165,"San Diego County, California"
0500000US06075,0.931131323,"San Francisco County, California"
0500000US06077,0.78781093,"San Joaquin County, California"
0500000US06079,0.62578911,"San Luis Obispo County, California"
0500000US06081,0.84218428,"San Mateo County, California"
0500000US06083,0.69606434,"Santa Barbara County, California"
0500000US06085,0.857611695,"Santa Clara County, California"
0500000US06087,0.744435255,"Santa Cruz County, California"
0500000US06089,0.607291927,"Shasta County, California"
0500000US06091,0.385706211,"Sierra County, California"
0500000US06093,0.456383225,"Siskiyou County, California"
0500000US06095,0.771810701,"Solano County, California"
0500000US06097,0.757577013,"Sonoma County, California"
0500000US06099,0.751343033,"Stanislaus County, California"
0500000US06101,0.679402877,"Sutter County, California"
0500000US06103,0.55684099,"Tehama County, California"
0500000US06105,0.404786105,"Trinity County, California"
0500000US06107,0.654915207,"Tulare County, California"
0500000US06109,0.572392042,"Tuolumne County, California"
0500000US06111,0.790296131,"Ventura County, California"
0500000US06113,0.727255137,"Yolo County, California"
0500000US06115,0.658029429,"Yuba County, California"
0500000US08001,0.77942422,"Adams County, Colorado"
0500000US08003,0.455143324,"Alamosa County, Colorado"
0500000US08005,0.808748951,"Arapahoe County, Colorado"
0500000US08007,0.394464398,"Archuleta County, Colorado"
0500000US08009,0.302616033,"Baca County, Colorado"
0500000US08011,0.385874486,"Bent County, Colorado"
0500000US08013,0.758509362,"Boulder County, Colorado"
0500000US08014,0.747002012,"Broomfield County, Colorado"
0500000US08015,0.503167504,"Chaffee County, Colorado"
0500000US08017,0.305708267,"Cheyenne County, Colorado"
0500000US08019,0.531581254,"Clear Creek County, Colorado"
0500000US08021,0.383255772,"Conejos County, Colorado"
0500000US08023,0.341676866,"Costilla County, Colorado"
0500000US08025,0.421502368,"Crowley County, Colorado"
0500000US08027,0.407705768,"Custer County, Colorado"
0500000US08029,0.482258271,"Delta County, Colorado"
0500000US08031,0.87171672,"Denver County, Colorado"
0500000US08033,0.254388687,"Dolores County, Colorado"
0500000US08035,0.755946828,"Douglas County, Colorado"
0500000US08037,0.560347629,"Eagle County, Colorado"
0500000US08039,0.541421905,"Elbert County, Colorado"
0500000US08041,0.759489875,"El Paso County, Colorado"
0500000US08043,0.565193921,"Fremont County, Colorado"
0500000US08045,0.529000926,"Garfield County, Colorado"
0500000US08047,0.52179556,"Gilpin County, Colorado"
0500000US08049,0.490606919,"Grand County, Colorado"
0500000US08051,0.417735193,"Gunnison County, Colorado"
0500000US08053,0.225527327,"Hinsdale County, Colorado"
0500000US08055,0.401950352,"Huerfano County, Colorado"
0500000US08057,0.305954606,"Jackson County, Colorado"
0500000US08059,0.808666238,"Jefferson County, Colorado"
0500000US08061,0.284676086,"Kiowa County, Colorado"
0500000US08063,0.411063918,"Kit Carson County, Colorado"
0500000US08065,0.486159927,"Lake County, Colorado"
0500000US08067,0.465657865,"La Plata County, Colorado"
0500000US08069,0.704389065,"Larimer County, Colorado"
0500000US08071,0.412640142,"Las Animas County, Colorado"
0500000US08073,0.404199073,"Lincoln County, Colorado"
0500000US08075,0.501698138,"Logan County, Colorado"
0500000US08077,0.5596184,"Mesa County, Colorado"
0500000US08079,0.220917959,"Mineral County, Colorado"
0500000US08081,0.401536066,"Moffat County, Colorado"
0500000US08083,0.402720805,"Montezuma County, Colorado"
0500000US08085,0.457527843,"Montrose County, Colorado"
0500000US08087,0.549635041,"Morgan County, Colorado"
0500000US08089,0.482678443,"Otero County, Colorado"
0500000US08091,0.349017018,"Ouray County, Colorado"
0500000US08093,0.494889951,"Park County, Colorado"
0500000US08095,0.399900038,"Phillips County, Colorado"
0500000US08097,0.472161477,"Pitkin County, Colorado"
0500000US08099,0.424473741,"Prowers County, Colorado"
0500000US08101,0.637468367,"Pueblo County, Colorado"
0500000US08103,0.342811651,"Rio Blanco County, Colorado"
0500000US08105,0.433281972,"Rio Grande County, Colorado"
0500000US08107,0.479215367,"Routt County, Colorado"
0500000US08109,0.352605252,"Saguache County, Colorado"
0500000US08111,0.214588195,"San Juan County, Colorado"
0500000US08113,0.339261571,"San Miguel County, Colorado"
0500000US08115,0.357608142,"Sedgwick County, Colorado"
0500000US08117,0.578225963,"Summit County, Colorado"
0500000US08119,0.560259957,"Teller County, Colorado"
0500000US08121,0.384823082,"Washington County, Colorado"
0500000US08123,0.684632398,"Weld County, Colorado"
0500000US08125,0.422304584,"Yuma County, Colorado"
0500000US09001,0.829716501,"Fairfield County, Connecticut"
0500000US09003,0.801769874,"Hartford County, Connecticut"
0500000US09005,0.68589856,"Litchfield County, Connecticut"
0500000US09007,0.702451844,"Middlesex County, Connecticut"
0500000US09009,0.813557387,"New Haven County, Connecticut"
0500000US09011,0.719947127,"New London County, Connecticut"
0500000US09013,0.705240577,"Tolland County, Connecticut"
0500000US09015,0.681207878,"Windham County, Connecticut"
0500000US10001,0.698783392,"Kent County, Delaware"
0500000US10003,0.814403997,"New Castle County, Delaware"
0500000US10005,0.684677022,"Sussex County, Delaware"
0500000US11001,0.902000623,"District of Columbia, District of Columbia"
0500000US12001,0.700090497,"Alachua County, Florida"
0500000US12003,0.530038021,"Baker County, Florida"
0500000US12005,0.596487738,"Bay County, Florida"
0500000US12007,0.57301348,"Bradford County, Florida"
0500000US12009,0.778128389,"Brevard County, Florida"
0500000US12011,0.867940738,"Broward County, Florida"
0500000US12013,0.443099023,"Calhoun County, Florida"
0500000US12015,0.685825717,"Charlotte County, Florida"
0500000US12017,0.69153882,"Citrus County, Florida"
0500000US12019,0.683226395,"Clay County, Florida"
0500000US12021,0.690006793,"Collier County, Florida"
0500000US12023,0.595423669,"Columbia County, Florida"
0500000US12027,0.584125764,"DeSoto County, Florida"
0500000US12029,0.502165746,"Dixie County, Florida"
0500000US12031,0.781355796,"Duval County, Florida"
0500000US12033,0.626315912,"Escambia County, Florida"
0500000US12035,0.669211186,"Flagler County, Florida"
0500000US12037,0.418008268,"Franklin County, Florida"
0500000US12039,0.532884543,"Gadsden County, Florida"
0500000US12041,0.528838479,"Gilchrist County, Florida"
0500000US12043,0.490774631,"Glades County, Florida"
0500000US12045,0.429437779,"Gulf County, Florida"
0500000US12047,0.48536601,"Hamilton County, Florida"
0500000US12049,0.57796484,"Hardee County, Florida"
0500000US12051,0.559881124,"Hendry County, Florida"
0500000US12053,0.725739343,"Hernando County, Florida"
0500000US12055,0.643739777,"Highlands County, Florida"
0500000US12057,0.859989234,"Hillsborough County, Florida"
0500000US12059,0.478629112,"Holmes County, Florida"
0500000US12061,0.680965307,"Indian River County, Florida"
0500000US12063,0.524562039,"Jackson County, Florida"
0500000US12065,0.457278504,"Jefferson County, Florida"
0500000US12067,0.454410663,"Lafayette County, Florida"
0500000US12069,0.747067007,"Lake County, Florida"
0500000US12071,0.758872616,"Lee County, Florida"
0500000US12073,0.649342255,"Leon County, Florida"
0500000US12075,0.564223429,"Levy County, Florida"
0500000US12077,0.383373924,"Liberty County, Florida"
0500000US12079,0.484745012,"Madison County, Florida"
0500000US12081,0.755392765,"Manatee County, Florida"
0500000US12083,0.720755888,"Marion County, Florida"
0500000US12085,0.684409924,"Martin County, Florida"
0500000US12086,0.888950379,"Miami-Dade County, Florida"
0500000US12087,0.605800562,"Monroe County, Florida"
0500000US12089,0.601196387,"Nassau County, Florida"
0500000US12091,0.581917443,"Okaloosa County, Florida"
0500000US12093,0.577432533,"Okeechobee County, Florida"
0500000US12095,0.86080532,"Orange County, Florida"
0500000US12097,0.734594302,"Osceola County, Florida"
0500000US12099,0.816336501,"Palm Beach County, Florida"
0500000US12101,0.792068502,"Pasco County, Florida"
0500000US12103,0.875295826,"Pinellas County, Florida"
0500000US12105,0.77248031,"Polk County, Florida"
0500000US12107,0.629594608,"Putnam County, Florida"
0500000US12109,0.693302043,"St. Johns County, Florida"
0500000US12111,0.720696947,"St. Lucie County, Florida"
0500000US12113,0.570795131,"Santa Rosa County, Florida"
0500000US12115,0.769241281,"Sarasota County, Florida"
0500000US12117,0.818040797,"Seminole County, Florida"
0500000US12119,0.677241291,"Sumter County, Florida"
0500000US12121,0.554412207,"Suwannee County, Florida"
0500000US12123,0.490222282,"Taylor County, Florida"
0500000US12125,0.531344738,"Union County, Florida"
0500000US12127,0.771786252,"Volusia County, Florida"
0500000US12129,0.505854628,"Wakulla County, Florida"
0500000US12131,0.505712188,"Walton County, Florida"
0500000US12133,0.486530542,"Washington County, Florida"
0500000US13001,0.492195154,"Appling County, Georgia"
0500000US13003,0.442171411,"Atkinson County, Georgia"
0500000US13005,0.474854553,"Bacon County, Georgia"
0500000US13007,0.386762807,"Baker County, Georgia"
0500000US13009,0.628791843,"Baldwin County, Georgia"
0500000US13011,0.578202279,"Banks County, Georgia"
0500000US13013,0.69678539,"Barrow County, Georgia"
0500000US13015,0.689034826,"Bartow County, Georgia"
0500000US13017,0.527450809,"Ben Hill County, Georgia"
0500000US13019,0.498309037,"Berrien County, Georgia"
0500000US13021,0.723083329,"Bibb County, Georgia"
0500000US13023,0.535753522,"Bleckley County, Georgia"
0500000US13025,0.489868263,"Brantley County, Georgia"
0500000US13027,0.474203939,"Brooks County, Georgia"
0500000US13029,0.51015594,"Bryan County, Georgia"
0500000US13031,0.574988056,"Bulloch County, Georgia"
0500000US13033,0.509682251,"Burke County, Georgia"
0500000US13035,0.617810648,"Butts County, Georgia"
0500000US13037,0.447341105,"Calhoun County, Georgia"
0500000US13039,0.569321962,"Camden County, Georgia"
0500000US13043,0.488321924,"Candler County, Georgia"
0500000US13045,0.694801046,"Carroll County, Georgia"
0500000US13047,0.664090629,"Catoosa County, Georgia"
0500000US13049,0.460602424,"Charlton County, Georgia"
0500000US13051,0.664949268,"Chatham County, Georgia"
0500000US13053,0.521798177,"Chattahoochee County, Georgia"
0500000US13055,0.586374125,"Chattooga County, Georgia"
0500000US13057,0.750982944,"Cherokee County, Georgia"
0500000US13059,0.732447843,"Clarke County, Georgia"
0500000US13061,0.411642841,"Clay County, Georgia"
0500000US13063,0.80954866,"Clayton County, Georgia"
0500000US13065,0.400577811,"Clinch County, Georgia"
0500000US13067,0.847471734,"Cobb County, Georgia"
0500000US13069,0.546922137,"Coffee County, Georgia"
0500000US13071,0.556588383,"Colquitt County, Georgia"
0500000US13073,0.675637677,"Columbia County, Georgia"
0500000US13075,0.514559509,"Cook County, Georgia"
0500000US13077,0.712317843,"Coweta County, Georgia"
0500000US13079,0.534968572,"Crawford County, Georgia"
0500000US13081,0.558656147,"Crisp County, Georgia"
0500000US13083,0.552975552,"Dade County, Georgia"
0500000US13085,0.604427565,"Dawson County, Georgia"
0500000US13087,0.502352779,"Decatur County, Georgia"
0500000US13089,0.859928483,"DeKalb County, Georgia"
0500000US13091,0.53660121,"Dodge County, Georgia"
0500000US13093,0.522700146,"Dooly County, Georgia"
0500000US13095,0.631866787,"Dougherty County, Georgia"
0500000US13097,0.747434481,"Douglas County, Georgia"
0500000US13099,0.45975956,"Early County, Georgia"
0500000US13101,0.395013131,"Echols County, Georgia"
0500000US13103,0.551371137,"Effingham County, Georgia"
0500000US13105,0.557296104,"Elbert County, Georgia"
0500000US13107,0.510499685,"Emanuel County, Georgia"
0500000US13109,0.487423541,"Evans County, Georgia"
0500000US13111,0.56996322,"Fannin County, Georgia"
0500000US13113,0.728764735,"Fayette County, Georgia"
0500000US13115,0.672110138,"Floyd County, Georgia"
0500000US13117,0.755361965,"Forsyth County, Georgia"
0500000US13119,0.581911156,"Franklin County, Georgia"
0500000US13121,0.859459406,"Fulton County, Georgia"
0500000US13123,0.588770909,"Gilmer County, Georgia"
0500000US13125,0.445618511,"Glascock County, Georgia"
0500000US13127,0.59888582,"Glynn County, Georgia"
0500000US13129,0.644856315,"Gordon County, Georgia"
0500000US13131,0.505237276,"Grady County, Georgia"
0500000US13133,0.551894502,"Greene County, Georgia"
0500000US13135,0.847157726,"Gwinnett County, Georgia"
0500000US13137,0.630833507,"Habersham County, Georgia"
0500000US13139,0.733173897,"Hall County, Georgia"
0500000US13141,0.495120219,"Hancock County, Georgia"
0500000US13143,0.614246816,"Haralson County, Georgia"
0500000US13145,0.588263695,"Harris County, Georgia"
0500000US13147,0.585887833,"Hart County, Georgia"
0500000US13149,0.546918647,"Heard County, Georgia"
0500000US13151,0.759649944,"Henry County, Georgia"
0500000US13153,0.693259737,"Houston County, Georgia"
0500000US13155,0.466791557,"Irwin County, Georgia"
0500000US13157,0.657490222,"Jackson County, Georgia"
0500000US13159,0.550765826,"Jasper County, Georgia"
0500000US13161,0.499508129,"Jeff Davis County, Georgia"
0500000US13163,0.515826712,"Jefferson County, Georgia"
0500000US13165,0.462013506,"Jenkins County, Georgia"
0500000US13167,0.494380014,"Johnson County, Georgia"
0500000US13169,0.586781285,"Jones County, Georgia"
0500000US13171,0.594517452,"Lamar County, Georgia"
0500000US13173,0.472919441,"Lanier County, Georgia"
0500000US13175,0.57885314,"Laurens County, Georgia"
0500000US13177,0.545760858,"Lee County, Georgia"
0500000US13179,0.563045547,"Liberty County, Georgia"
0500000US13181,0.493409571,"Lincoln County, Georgia"
0500000US13183,0.46813939,"Long County, Georgia"
0500000US13185,0.613798312,"Lowndes County, Georgia"
0500000US13187,0.611331368,"Lumpkin County, Georgia"
0500000US13189,0.566431435,"McDuffie County, Georgia"
0500000US13191,0.4690367,"McIntosh County, Georgia"
0500000US13193,0.526274984,"Macon County, Georgia"
0500000US13195,0.595906075,"Madison County, Georgia"
0500000US13197,0.49718035,"Marion County, Georgia"
0500000US13199,0.571811963,"Meriwether County, Georgia"
0500000US13201,0.43048745,"Miller County, Georgia"
0500000US13205,0.508231696,"Mitchell County, Georgia"
0500000US13207,0.593544778,"Monroe County, Georgia"
0500000US13209,0.483537441,"Montgomery County, Georgia"
0500000US13211,0.571561241,"Morgan County, Georgia"
0500000US13213,0.612494327,"Murray County, Georgia"
0500000US13215,0.730875971,"Muscogee County, Georgia"
0500000US13217,0.711948461,"Newton County, Georgia"
0500000US13219,0.631093849,"Oconee County, Georgia"
0500000US13221,0.537746973,"Oglethorpe County, Georgia"
0500000US13223,0.734683895,"Paulding County, Georgia"
0500000US13225,0.610153685,"Peach County, Georgia"
0500000US13227,0.619681457,"Pickens County, Georgia"
0500000US13229,0.500754314,"Pierce County, Georgia"
0500000US13231,0.591310573,"Pike County, Georgia"
0500000US13233,0.63637852,"Polk County, Georgia"
0500000US13235,0.521395086,"Pulaski County, Georgia"
0500000US13237,0.573970859,"Putnam County, Georgia"
0500000US13239,0.411768601,"Quitman County, Georgia"
0500000US13241,0.539605711,"Rabun County, Georgia"
0500000US13243,0.456564718,"Randolph County, Georgia"
0500000US13245,0.702957078,"Richmond County, Georgia"
0500000US13247,0.728505713,"Rockdale County, Georgia"
0500000US13249,0.479036392,"Schley County, Georgia"
0500000US13251,0.471730027,"Screven County, Georgia"
0500000US13253,0.453886579,"Seminole County, Georgia"
0500000US13255,0.690044738,"Spalding County, Georgia"
0500000US13257,0.60174451,"Stephens County, Georgia"
0500000US13259,0.446919868,"Stewart County, Georgia"
0500000US13261,0.560518112,"Sumter County, Georgia"
0500000US13263,0.488543552,"Talbot County, Georgia"
0500000US13265,0.408185867,"Taliaferro County, Georgia"
0500000US13267,0.517018455,"Tattnall County, Georgia"
0500000US13269,0.498730116,"Taylor County, Georgia"
0500000US13271,0.507366668,"Telfair County, Georgia"
0500000US13273,0.475217379,"Terrell County, Georgia"
0500000US13275,0.543442517,"Thomas County, Georgia"
0500000US13277,0.580487743,"Tift County, Georgia"
0500000US13279,0.543772518,"Toombs County, Georgia"
0500000US13281,0.53391551,"Towns County, Georgia"
0500000US13283,0.476451672,"Treutlen County, Georgia"
0500000US13285,0.655172128,"Troup County, Georgia"
0500000US13287,0.48100569,"Turner County, Georgia"
0500000US13289,0.502272962,"Twiggs County, Georgia"
0500000US13291,0.560287145,"Union County, Georgia"
0500000US13293,0.601230327,"Upson County, Georgia"
0500000US13295,0.634182804,"Walker County, Georgia"
0500000US13297,0.689745635,"Walton County, Georgia"
0500000US13299,0.514108338,"Ware County, Georgia"
0500000US13301,0.475639768,"Warren County, Georgia"
0500000US13303,0.528426422,"Washington County, Georgia"
0500000US13305,0.505374774,"Wayne County, Georgia"
0500000US13307,0.4135803,"Webster County, Georgia"
0500000US13309,0.466238237,"Wheeler County, Georgia"
0500000US13311,0.603315829,"White County, Georgia"
0500000US13313,0.68471674,"Whitfield County, Georgia"
0500000US13315,0.472990704,"Wilcox County, Georgia"
0500000US13317,0.502455243,"Wilkes County, Georgia"
0500000US13319,0.496365397,"Wilkinson County, Georgia"
0500000US13321,0.514804968,"Worth County, Georgia"
0500000US16001,0.618361931,"Ada County, Idaho"
0500000US16003,0.245827064,"Adams County, Idaho"
0500000US16005,0.592023366,"Bannock County, Idaho"
0500000US16007,0.416906302,"Bear Lake County, Idaho"
0500000US16009,0.366324928,"Benewah County, Idaho"
0500000US16011,0.518142583,"Bingham County, Idaho"
0500000US16013,0.412842633,"Blaine County, Idaho"
0500000US16015,0.299494048,"Boise County, Idaho"
0500000US16017,0.438103574,"Bonner County, Idaho"
0500000US16019,0.5672484,"Bonneville County, Idaho"
0500000US16021,0.339961222,"Boundary County, Idaho"
0500000US16023,0.292637076,"Butte County, Idaho"
0500000US16025,0.234883054,"Camas County, Idaho"
0500000US16027,0.578419572,"Canyon County, Idaho"
0500000US16029,0.398664286,"Caribou County, Idaho"
0500000US16031,0.466231677,"Cassia County, Idaho"
0500000US16033,0.22098431,"Clark County, Idaho"
0500000US16035,0.316905037,"Clearwater County, Idaho"
0500000US16037,0.270967486,"Custer County, Idaho"
0500000US16039,0.418453947,"Elmore County, Idaho"
0500000US16041,0.50331484,"Franklin County, Idaho"
0500000US16043,0.401846738,"Fremont County, Idaho"
0500000US16045,0.40322538,"Gem County, Idaho"
